addrcode,date,rainfall_sum,rainfall_avg
101801,2015-07-01,122.09,122.09
101801,2015-08-01,122.31,122.31
101801,2015-09-01,300.05,300.05
101801,2015-10-01,232.39,232.39
101801,2015-11-01,22.77,22.77
101801,2015-12-01,31.45,31.45
101801,2016-01-01,41.59,41.59
101801,2016-02-01,0.1,0.1
101801,2016-03-01,15.78,15.78
101801,2016-04-01,17.87,17.87
101801,2016-05-01,110.79,110.79
101801,2016-06-01,323.79,323.79
101801,2016-07-01,235.87,235.87
101801,2016-08-01,234.45,234.45
101801,2016-09-01,395.89,395.89
101801,2016-10-01,286.69,286.69
101801,2016-11-01,71.2,71.2
101801,2016-12-01,1.06,1.06
101801,2017-01-01,38.76,38.76
101801,2017-02-01,0.25,0.25
101801,2017-03-01,62.31,62.31
101801,2017-04-01,36.33,36.33
101801,2017-05-01,373.54,373.54
101801,2017-06-01,219.21,219.21
101801,2017-07-01,266.35,266.35
101801,2017-08-01,260.54,260.54
101801,2017-09-01,275.29,275.29
101801,2017-10-01,271.17,271.17
101801,2017-11-01,34.11,34.11
101801,2017-12-01,35.59,35.59
101801,2018-01-01,172.78,172.78
101801,2018-02-01,46.21,46.21
101801,2018-03-01,41.35,41.35
101801,2018-04-01,211.68,211.68
101801,2018-05-01,139.8,139.8
101801,2018-06-01,54.0,54.0
101901,2014-03-01,26.98,26.98
101901,2014-04-01,38.83,38.83
101901,2014-05-01,104.11,104.11
101901,2014-06-01,129.21,129.21
101901,2014-07-01,122.42,122.42
101901,2014-08-01,243.4,243.4
101901,2014-09-01,208.37,208.37
101901,2014-10-01,165.24,165.24
101901,2014-11-01,44.09,44.09
101901,2014-12-01,11.95,11.95
101901,2015-01-01,4.81,4.81
101901,2015-02-01,9.86,9.86
101901,2015-03-01,116.42,116.42
101901,2015-04-01,78.51,78.51
101901,2015-05-01,50.95,50.95
101901,2015-06-01,203.7,203.7
101901,2015-07-01,126.96,126.96
101901,2015-08-01,123.29,123.29
101901,2015-09-01,296.55,296.55
101901,2015-10-01,234.64,234.64
101901,2015-11-01,20.1,20.1
101901,2015-12-01,23.38,23.38
101901,2016-01-01,50.17,50.17
101901,2016-02-01,0.1,0.1
101901,2016-03-01,14.03,14.03
101901,2016-04-01,16.9,16.9
101901,2016-05-01,105.26,105.26
101901,2016-06-01,308.8,308.8
101901,2016-07-01,238.59,238.59
101901,2016-08-01,221.92,221.92
101901,2016-09-01,398.14,398.14
101901,2016-10-01,284.81,284.81
101901,2016-11-01,62.16,62.16
101901,2016-12-01,1.73,1.73
101901,2017-01-01,37.93,37.93
101901,2017-02-01,0.29,0.29
101901,2017-03-01,72.8,72.8
101901,2017-04-01,97.54,97.54
101901,2017-05-01,393.18,393.18
101901,2017-06-01,227.83,227.83
101901,2017-07-01,255.32,255.32
101901,2017-08-01,262.31,262.31
101901,2017-09-01,276.16,276.16
101901,2017-10-01,273.22,273.22
101901,2017-11-01,27.73,27.73
101901,2017-12-01,23.68,23.68
101901,2018-01-01,88.19,88.19
101901,2018-02-01,58.99,58.99
101901,2018-03-01,42.87,42.87
101901,2018-04-01,209.72,209.72
101901,2018-05-01,139.82,139.82
101901,2018-06-01,61.18,61.18
101902,2014-03-01,26.98,26.98
101902,2014-04-01,38.83,38.83
101902,2014-05-01,104.11,104.11
101902,2014-06-01,129.21,129.21
101902,2014-07-01,122.42,122.42
101902,2014-08-01,243.4,243.4
101902,2014-09-01,208.37,208.37
101902,2014-10-01,165.24,165.24
101902,2014-11-01,44.09,44.09
101902,2014-12-01,11.95,11.95
101902,2015-01-01,4.81,4.81
101902,2015-02-01,9.86,9.86
101902,2015-03-01,116.42,116.42
101902,2015-04-01,78.51,78.51
101902,2015-05-01,50.95,50.95
101902,2015-06-01,203.7,203.7
101902,2015-07-01,126.96,126.96
101902,2015-08-01,123.29,123.29
101902,2015-09-01,296.55,296.55
101902,2015-10-01,234.64,234.64
101902,2015-11-01,20.1,20.1
101902,2015-12-01,23.38,23.38
101902,2016-01-01,50.17,50.17
101902,2016-02-01,0.1,0.1
101902,2016-03-01,14.03,14.03
101902,2016-04-01,16.9,16.9
101902,2016-05-01,105.26,105.26
101902,2016-06-01,308.8,308.8
101902,2016-07-01,238.59,238.59
101902,2016-08-01,221.92,221.92
101902,2016-09-01,398.14,398.14
101902,2016-10-01,284.81,284.81
101902,2016-11-01,62.16,62.16
101902,2016-12-01,1.73,1.73
101902,2017-01-01,37.93,37.93
101902,2017-02-01,0.29,0.29
101902,2017-03-01,72.8,72.8
101902,2017-04-01,97.54,97.54
101902,2017-05-01,393.18,393.18
101902,2017-06-01,227.83,227.83
101902,2017-07-01,255.32,255.32
101902,2017-08-01,262.31,262.31
101902,2017-09-01,276.16,276.16
101902,2017-10-01,273.22,273.22
101902,2017-11-01,27.73,27.73
101902,2017-12-01,23.68,23.68
101902,2018-01-01,88.19,88.19
101902,2018-02-01,58.99,58.99
101902,2018-03-01,42.87,42.87
101902,2018-04-01,209.72,209.72
101902,2018-05-01,139.82,139.82
101902,2018-06-01,61.18,61.18
102001,2014-03-01,21.54,21.54
102001,2014-04-01,62.16,62.16
102001,2014-05-01,147.35,147.35
102001,2014-06-01,119.75,119.75
102001,2014-07-01,115.54,115.54
102001,2014-08-01,274.81,274.81
102001,2014-09-01,228.26,228.26
102001,2014-10-01,174.62,174.62
102001,2014-11-01,52.01,52.01
102001,2014-12-01,15.03,15.03
102001,2015-01-01,8.83,8.83
102001,2015-02-01,13.32,13.32
102001,2015-03-01,135.72,135.72
102001,2015-04-01,78.36,78.36
102001,2015-05-01,74.16,74.16
102001,2015-06-01,186.54,186.54
102001,2015-07-01,120.88,120.88
102001,2015-08-01,129.61,129.61
102001,2015-09-01,359.35,359.35
102001,2015-10-01,248.48,248.48
102001,2015-11-01,29.48,29.48
102001,2015-12-01,20.68,20.68
102001,2016-01-01,73.4,73.4
102001,2016-02-01,1.21,1.21
102001,2016-03-01,19.15,19.15
102001,2016-04-01,15.75,15.75
102001,2016-05-01,107.92,107.92
102001,2016-06-01,301.17,301.17
102001,2016-07-01,246.52,246.52
102001,2016-08-01,219.13,219.13
102001,2016-09-01,379.47,379.47
102001,2016-10-01,294.34,294.34
102001,2016-11-01,66.09,66.09
102001,2016-12-01,2.58,2.58
102001,2017-01-01,37.62,37.62
102001,2017-02-01,0.29,0.29
102001,2017-03-01,105.42,105.42
102001,2017-04-01,58.95,58.95
102001,2017-05-01,386.96,386.96
102001,2017-06-01,221.95,221.95
102001,2017-07-01,246.58,246.58
102001,2017-08-01,283.26,283.26
102001,2017-09-01,270.51,270.51
102001,2017-10-01,324.49,324.49
102001,2017-11-01,31.62,31.62
102001,2017-12-01,18.1,18.1
102001,2018-01-01,62.31,62.31
102001,2018-02-01,83.22,83.22
102001,2018-03-01,51.02,51.02
102001,2018-04-01,200.74,200.74
102001,2018-05-01,163.4,163.4
102001,2018-06-01,54.32,54.32
102101,2014-03-01,25.61,25.61
102101,2014-04-01,48.16,48.16
102101,2014-05-01,119.6,119.6
102101,2014-06-01,119.37,119.37
102101,2014-07-01,119.68,119.68
102101,2014-08-01,225.53,225.53
102101,2014-09-01,230.43,230.43
102101,2014-10-01,173.07,173.07
102101,2014-11-01,43.44,43.44
102101,2014-12-01,12.71,12.71
102101,2015-01-01,7.34,7.34
102101,2015-02-01,10.78,10.78
102101,2015-03-01,106.49,106.49
102101,2015-04-01,67.87,67.87
102101,2015-05-01,49.82,49.82
102101,2015-06-01,221.76,221.76
102101,2015-07-01,129.66,129.66
102101,2015-08-01,112.32,112.32
102101,2015-09-01,304.08,304.08
102101,2015-10-01,233.82,233.82
102101,2015-11-01,36.72,36.72
102101,2015-12-01,23.37,23.37
102101,2016-01-01,49.31,49.31
102101,2016-02-01,0.56,0.56
102101,2016-03-01,18.82,18.82
102101,2016-04-01,17.17,17.17
102101,2016-05-01,99.33,99.33
102101,2016-06-01,322.56,322.56
102101,2016-07-01,235.15,235.15
102101,2016-08-01,209.34,209.34
102101,2016-09-01,390.03,390.03
102101,2016-10-01,307.3,307.3
102101,2016-11-01,73.14,73.14
102101,2016-12-01,3.15,3.15
102101,2017-01-01,42.29,42.29
102101,2017-02-01,0.25,0.25
102101,2017-03-01,86.42,86.42
102101,2017-04-01,38.93,38.93
102101,2017-05-01,411.07,411.07
102101,2017-06-01,215.34,215.34
102101,2017-07-01,242.41,242.41
102101,2017-08-01,274.02,274.02
102101,2017-09-01,275.07,275.07
102101,2017-10-01,296.02,296.02
102101,2017-11-01,35.42,35.42
102101,2017-12-01,22.62,22.62
102101,2018-01-01,80.97,80.97
102101,2018-02-01,78.18,78.18
102101,2018-03-01,50.25,50.25
102101,2018-04-01,201.16,201.16
102101,2018-05-01,163.46,163.46
102101,2018-06-01,55.06,55.06
102201,2014-03-01,24.68,24.68
102201,2014-04-01,26.35,26.35
102201,2014-05-01,113.04,113.04
102201,2014-06-01,133.18,133.18
102201,2014-07-01,125.69,125.69
102201,2014-08-01,234.04,234.04
102201,2014-09-01,212.6,212.6
102201,2014-10-01,186.93,186.93
102201,2014-11-01,49.05,49.05
102201,2014-12-01,17.25,17.25
102201,2015-01-01,3.15,3.15
102201,2015-02-01,7.57,7.57
102201,2015-03-01,101.43,101.43
102201,2015-04-01,78.9,78.9
102201,2015-05-01,39.89,39.89
102201,2015-06-01,226.95,226.95
102201,2015-07-01,122.09,122.09
102201,2015-08-01,122.31,122.31
102201,2015-09-01,300.05,300.05
102201,2015-10-01,232.39,232.39
102201,2015-11-01,22.77,22.77
102201,2015-12-01,31.45,31.45
102201,2016-01-01,41.59,41.59
102201,2016-02-01,0.1,0.1
102201,2016-03-01,15.78,15.78
102201,2016-04-01,17.87,17.87
102201,2016-05-01,110.79,110.79
102201,2016-06-01,323.79,323.79
102201,2016-07-01,235.87,235.87
102201,2016-08-01,234.45,234.45
102201,2016-09-01,395.89,395.89
102201,2016-10-01,286.69,286.69
102201,2016-11-01,71.2,71.2
102201,2016-12-01,1.06,1.06
102201,2017-01-01,38.76,38.76
102201,2017-02-01,0.25,0.25
102201,2017-03-01,62.31,62.31
102201,2017-04-01,36.33,36.33
102201,2017-05-01,373.54,373.54
102201,2017-06-01,219.21,219.21
102201,2017-07-01,266.35,266.35
102201,2017-08-01,260.54,260.54
102201,2017-09-01,275.29,275.29
102201,2017-10-01,271.17,271.17
102201,2017-11-01,34.11,34.11
102201,2017-12-01,35.59,35.59
102201,2018-01-01,172.78,172.78
102201,2018-02-01,46.21,46.21
102201,2018-03-01,41.35,41.35
102201,2018-04-01,211.68,211.68
102201,2018-05-01,139.8,139.8
102201,2018-06-01,54.0,54.0
102202,2014-03-01,24.68,24.68
102202,2014-04-01,26.35,26.35
102202,2014-05-01,113.04,113.04
102202,2014-06-01,133.18,133.18
102202,2014-07-01,125.69,125.69
102202,2014-08-01,234.04,234.04
102202,2014-09-01,212.6,212.6
102202,2014-10-01,186.93,186.93
102202,2014-11-01,49.05,49.05
102202,2014-12-01,17.25,17.25
102202,2015-01-01,3.15,3.15
102202,2015-02-01,7.57,7.57
102202,2015-03-01,101.43,101.43
102202,2015-04-01,78.9,78.9
102202,2015-05-01,39.89,39.89
102202,2015-06-01,226.95,226.95
102202,2015-07-01,122.09,122.09
102202,2015-08-01,122.31,122.31
102202,2015-09-01,300.05,300.05
102202,2015-10-01,232.39,232.39
102202,2015-11-01,22.77,22.77
102202,2015-12-01,31.45,31.45
102202,2016-01-01,41.59,41.59
102202,2016-02-01,0.1,0.1
102202,2016-03-01,15.78,15.78
102202,2016-04-01,17.87,17.87
102202,2016-05-01,110.79,110.79
102202,2016-06-01,323.79,323.79
102202,2016-07-01,235.87,235.87
102202,2016-08-01,234.45,234.45
102202,2016-09-01,395.89,395.89
102202,2016-10-01,286.69,286.69
102202,2016-11-01,71.2,71.2
102202,2016-12-01,1.06,1.06
102202,2017-01-01,38.76,38.76
102202,2017-02-01,0.25,0.25
102202,2017-03-01,62.31,62.31
102202,2017-04-01,36.33,36.33
102202,2017-05-01,373.54,373.54
102202,2017-06-01,219.21,219.21
102202,2017-07-01,266.35,266.35
102202,2017-08-01,260.54,260.54
102202,2017-09-01,275.29,275.29
102202,2017-10-01,271.17,271.17
102202,2017-11-01,34.11,34.11
102202,2017-12-01,35.59,35.59
102202,2018-01-01,172.78,172.78
102202,2018-02-01,46.21,46.21
102202,2018-03-01,41.35,41.35
102202,2018-04-01,211.68,211.68
102202,2018-05-01,139.8,139.8
102202,2018-06-01,54.0,54.0
102301,2014-03-01,26.98,26.98
102301,2014-04-01,38.83,38.83
102301,2014-05-01,104.11,104.11
102301,2014-06-01,129.21,129.21
102301,2014-07-01,122.42,122.42
102301,2014-08-01,243.4,243.4
102301,2014-09-01,208.37,208.37
102301,2014-10-01,165.24,165.24
102301,2014-11-01,44.09,44.09
102301,2014-12-01,11.95,11.95
102301,2015-01-01,4.81,4.81
102301,2015-02-01,9.86,9.86
102301,2015-03-01,116.42,116.42
102301,2015-04-01,78.51,78.51
102301,2015-05-01,50.95,50.95
102301,2015-06-01,203.7,203.7
102301,2015-07-01,126.96,126.96
102301,2015-08-01,123.29,123.29
102301,2015-09-01,296.55,296.55
102301,2015-10-01,234.64,234.64
102301,2015-11-01,20.1,20.1
102301,2015-12-01,23.38,23.38
102301,2016-01-01,50.17,50.17
102301,2016-02-01,0.1,0.1
102301,2016-03-01,14.03,14.03
102301,2016-04-01,16.9,16.9
102301,2016-05-01,105.26,105.26
102301,2016-06-01,308.8,308.8
102301,2016-07-01,238.59,238.59
102301,2016-08-01,221.92,221.92
102301,2016-09-01,398.14,398.14
102301,2016-10-01,284.81,284.81
102301,2016-11-01,62.16,62.16
102301,2016-12-01,1.73,1.73
102301,2017-01-01,37.93,37.93
102301,2017-02-01,0.29,0.29
102301,2017-03-01,72.8,72.8
102301,2017-04-01,97.54,97.54
102301,2017-05-01,393.18,393.18
102301,2017-06-01,227.83,227.83
102301,2017-07-01,255.32,255.32
102301,2017-08-01,262.31,262.31
102301,2017-09-01,276.16,276.16
102301,2017-10-01,273.22,273.22
102301,2017-11-01,27.73,27.73
102301,2017-12-01,23.68,23.68
102301,2018-01-01,88.19,88.19
102301,2018-02-01,58.99,58.99
102301,2018-03-01,42.87,42.87
102301,2018-04-01,209.72,209.72
102301,2018-05-01,139.82,139.82
102301,2018-06-01,61.18,61.18
102302,2014-03-01,26.98,26.98
102302,2014-04-01,38.83,38.83
102302,2014-05-01,104.11,104.11
102302,2014-06-01,129.21,129.21
102302,2014-07-01,122.42,122.42
102302,2014-08-01,243.4,243.4
102302,2014-09-01,208.37,208.37
102302,2014-10-01,165.24,165.24
102302,2014-11-01,44.09,44.09
102302,2014-12-01,11.95,11.95
102302,2015-01-01,4.81,4.81
102302,2015-02-01,9.86,9.86
102302,2015-03-01,116.42,116.42
102302,2015-04-01,78.51,78.51
102302,2015-05-01,50.95,50.95
102302,2015-06-01,203.7,203.7
102302,2015-07-01,126.96,126.96
102302,2015-08-01,123.29,123.29
102302,2015-09-01,296.55,296.55
102302,2015-10-01,234.64,234.64
102302,2015-11-01,20.1,20.1
102302,2015-12-01,23.38,23.38
102302,2016-01-01,50.17,50.17
102302,2016-02-01,0.1,0.1
102302,2016-03-01,14.03,14.03
102302,2016-04-01,16.9,16.9
102302,2016-05-01,105.26,105.26
102302,2016-06-01,308.8,308.8
102302,2016-07-01,238.59,238.59
102302,2016-08-01,221.92,221.92
102302,2016-09-01,398.14,398.14
102302,2016-10-01,284.81,284.81
102302,2016-11-01,62.16,62.16
102302,2016-12-01,1.73,1.73
102302,2017-01-01,37.93,37.93
102302,2017-02-01,0.29,0.29
102302,2017-03-01,72.8,72.8
102302,2017-04-01,97.54,97.54
102302,2017-05-01,393.18,393.18
102302,2017-06-01,227.83,227.83
102302,2017-07-01,255.32,255.32
102302,2017-08-01,262.31,262.31
102302,2017-09-01,276.16,276.16
102302,2017-10-01,273.22,273.22
102302,2017-11-01,27.73,27.73
102302,2017-12-01,23.68,23.68
102302,2018-01-01,88.19,88.19
102302,2018-02-01,58.99,58.99
102302,2018-03-01,42.87,42.87
102302,2018-04-01,209.72,209.72
102302,2018-05-01,139.82,139.82
102302,2018-06-01,61.18,61.18
102401,2014-03-01,26.98,26.98
102401,2014-04-01,38.83,38.83
102401,2014-05-01,104.11,104.11
102401,2014-06-01,129.21,129.21
102401,2014-07-01,122.42,122.42
102401,2014-08-01,243.4,243.4
102401,2014-09-01,208.37,208.37
102401,2014-10-01,165.24,165.24
102401,2014-11-01,44.09,44.09
102401,2014-12-01,11.95,11.95
102401,2015-01-01,4.81,4.81
102401,2015-02-01,9.86,9.86
102401,2015-03-01,116.42,116.42
102401,2015-04-01,78.51,78.51
102401,2015-05-01,50.95,50.95
102401,2015-06-01,203.7,203.7
102401,2015-07-01,126.96,126.96
102401,2015-08-01,123.29,123.29
102401,2015-09-01,296.55,296.55
102401,2015-10-01,234.64,234.64
102401,2015-11-01,20.1,20.1
102401,2015-12-01,23.38,23.38
102401,2016-01-01,50.17,50.17
102401,2016-02-01,0.1,0.1
102401,2016-03-01,14.03,14.03
102401,2016-04-01,16.9,16.9
102401,2016-05-01,105.26,105.26
102401,2016-06-01,308.8,308.8
102401,2016-07-01,238.59,238.59
102401,2016-08-01,221.92,221.92
102401,2016-09-01,398.14,398.14
102401,2016-10-01,284.81,284.81
102401,2016-11-01,62.16,62.16
102401,2016-12-01,1.73,1.73
102401,2017-01-01,37.93,37.93
102401,2017-02-01,0.29,0.29
102401,2017-03-01,72.8,72.8
102401,2017-04-01,97.54,97.54
102401,2017-05-01,393.18,393.18
102401,2017-06-01,227.83,227.83
102401,2017-07-01,255.32,255.32
102401,2017-08-01,262.31,262.31
102401,2017-09-01,276.16,276.16
102401,2017-10-01,273.22,273.22
102401,2017-11-01,27.73,27.73
102401,2017-12-01,23.68,23.68
102401,2018-01-01,88.19,88.19
102401,2018-02-01,58.99,58.99
102401,2018-03-01,42.87,42.87
102401,2018-04-01,209.72,209.72
102401,2018-05-01,139.82,139.82
102401,2018-06-01,61.18,61.18
102501,2014-03-01,23.18,23.18
102501,2014-04-01,38.8,38.8
102501,2014-05-01,125.95,125.95
102501,2014-06-01,121.45,121.45
102501,2014-07-01,123.82,123.82
102501,2014-08-01,203.68,203.68
102501,2014-09-01,207.77,207.77
102501,2014-10-01,169.64,169.64
102501,2014-11-01,39.62,39.62
102501,2014-12-01,9.15,9.15
102501,2015-01-01,3.14,3.14
102501,2015-02-01,8.16,8.16
102501,2015-03-01,101.88,101.88
102501,2015-04-01,70.09,70.09
102501,2015-05-01,48.77,48.77
102501,2015-06-01,189.24,189.24
102501,2015-07-01,123.46,123.46
102501,2015-08-01,134.31,134.31
102501,2015-09-01,315.35,315.35
102501,2015-10-01,226.91,226.91
102501,2015-11-01,21.35,21.35
102501,2015-12-01,15.25,15.25
102501,2016-01-01,57.73,57.73
102501,2016-02-01,0.25,0.25
102501,2016-03-01,10.41,10.41
102501,2016-04-01,17.29,17.29
102501,2016-05-01,98.84,98.84
102501,2016-06-01,288.2,288.2
102501,2016-07-01,241.48,241.48
102501,2016-08-01,199.31,199.31
102501,2016-09-01,365.13,365.13
102501,2016-10-01,260.75,260.75
102501,2016-11-01,49.97,49.97
102501,2016-12-01,2.43,2.43
102501,2017-01-01,35.52,35.52
102501,2017-02-01,0.35,0.35
102501,2017-03-01,71.15,71.15
102501,2017-04-01,30.94,30.94
102501,2017-05-01,359.18,359.18
102501,2017-06-01,208.09,208.09
102501,2017-07-01,257.62,257.62
102501,2017-08-01,260.83,260.83
102501,2017-09-01,252.01,252.01
102501,2017-10-01,282.49,282.49
102501,2017-11-01,25.09,25.09
102501,2017-12-01,14.9,14.9
102501,2018-01-01,102.06,102.06
102501,2018-02-01,68.12,68.12
102501,2018-03-01,62.74,62.74
102501,2018-04-01,204.0,204.0
102501,2018-05-01,151.77,151.77
102501,2018-06-01,58.8,58.8
102502,2014-03-01,23.18,23.18
102502,2014-04-01,38.8,38.8
102502,2014-05-01,125.95,125.95
102502,2014-06-01,121.45,121.45
102502,2014-07-01,123.82,123.82
102502,2014-08-01,203.68,203.68
102502,2014-09-01,207.77,207.77
102502,2014-10-01,169.64,169.64
102502,2014-11-01,39.62,39.62
102502,2014-12-01,9.15,9.15
102502,2015-01-01,3.14,3.14
102502,2015-02-01,8.16,8.16
102502,2015-03-01,101.88,101.88
102502,2015-04-01,70.09,70.09
102502,2015-05-01,48.77,48.77
102502,2015-06-01,189.24,189.24
102502,2015-07-01,123.46,123.46
102502,2015-08-01,134.31,134.31
102502,2015-09-01,315.35,315.35
102502,2015-10-01,226.91,226.91
102502,2015-11-01,21.35,21.35
102502,2015-12-01,15.25,15.25
102502,2016-01-01,57.73,57.73
102502,2016-02-01,0.25,0.25
102502,2016-03-01,10.41,10.41
102502,2016-04-01,17.29,17.29
102502,2016-05-01,98.84,98.84
102502,2016-06-01,288.2,288.2
102502,2016-07-01,241.48,241.48
102502,2016-08-01,199.31,199.31
102502,2016-09-01,365.13,365.13
102502,2016-10-01,260.75,260.75
102502,2016-11-01,49.97,49.97
102502,2016-12-01,2.43,2.43
102502,2017-01-01,35.52,35.52
102502,2017-02-01,0.35,0.35
102502,2017-03-01,71.15,71.15
102502,2017-04-01,30.94,30.94
102502,2017-05-01,359.18,359.18
102502,2017-06-01,208.09,208.09
102502,2017-07-01,257.62,257.62
102502,2017-08-01,260.83,260.83
102502,2017-09-01,252.01,252.01
102502,2017-10-01,282.49,282.49
102502,2017-11-01,25.09,25.09
102502,2017-12-01,14.9,14.9
102502,2018-01-01,102.06,102.06
102502,2018-02-01,68.12,68.12
102502,2018-03-01,62.74,62.74
102502,2018-04-01,204.0,204.0
102502,2018-05-01,151.77,151.77
102502,2018-06-01,58.8,58.8
102503,2014-03-01,19.79,19.79
102503,2014-04-01,74.85,74.85
102503,2014-05-01,128.04,128.04
102503,2014-06-01,123.39,123.39
102503,2014-07-01,120.71,120.71
102503,2014-08-01,240.62,240.62
102503,2014-09-01,220.21,220.21
102503,2014-10-01,179.51,179.51
102503,2014-11-01,49.47,49.47
102503,2014-12-01,7.55,7.55
102503,2015-01-01,3.67,3.67
102503,2015-02-01,8.6,8.6
102503,2015-03-01,125.12,125.12
102503,2015-04-01,71.36,71.36
102503,2015-05-01,57.11,57.11
102503,2015-06-01,146.1,146.1
102503,2015-07-01,116.79,116.79
102503,2015-08-01,152.88,152.88
102503,2015-09-01,310.64,310.64
102503,2015-10-01,222.4,222.4
102503,2015-11-01,26.32,26.32
102503,2015-12-01,14.8,14.8
102503,2016-01-01,57.63,57.63
102503,2016-02-01,0.11,0.11
102503,2016-03-01,15.74,15.74
102503,2016-04-01,17.41,17.41
102503,2016-05-01,113.69,113.69
102503,2016-06-01,282.38,282.38
102503,2016-07-01,272.29,272.29
102503,2016-08-01,204.22,204.22
102503,2016-09-01,374.25,374.25
102503,2016-10-01,276.94,276.94
102503,2016-11-01,63.94,63.94
102503,2016-12-01,1.52,1.52
102503,2017-01-01,32.48,32.48
102503,2017-02-01,0.52,0.52
102503,2017-03-01,91.57,91.57
102503,2017-04-01,37.03,37.03
102503,2017-05-01,350.6,350.6
102503,2017-06-01,213.93,213.93
102503,2017-07-01,270.9,270.9
102503,2017-08-01,283.0,283.0
102503,2017-09-01,259.71,259.71
102503,2017-10-01,278.8,278.8
102503,2017-11-01,22.17,22.17
102503,2017-12-01,14.31,14.31
102503,2018-01-01,88.07,88.07
102503,2018-02-01,63.96,63.96
102503,2018-03-01,87.19,87.19
102503,2018-04-01,187.02,187.02
102503,2018-05-01,194.4,194.4
102503,2018-06-01,58.83,58.83
102504,2014-03-01,19.79,19.79
102504,2014-04-01,74.85,74.85
102504,2014-05-01,128.04,128.04
102504,2014-06-01,123.39,123.39
102504,2014-07-01,120.71,120.71
102504,2014-08-01,240.62,240.62
102504,2014-09-01,220.21,220.21
102504,2014-10-01,179.51,179.51
102504,2014-11-01,49.47,49.47
102504,2014-12-01,7.55,7.55
102504,2015-01-01,3.67,3.67
102504,2015-02-01,8.6,8.6
102504,2015-03-01,125.12,125.12
102504,2015-04-01,71.36,71.36
102504,2015-05-01,57.11,57.11
102504,2015-06-01,146.1,146.1
102504,2015-07-01,116.79,116.79
102504,2015-08-01,152.88,152.88
102504,2015-09-01,310.64,310.64
102504,2015-10-01,222.4,222.4
102504,2015-11-01,26.32,26.32
102504,2015-12-01,14.8,14.8
102504,2016-01-01,57.63,57.63
102504,2016-02-01,0.11,0.11
102504,2016-03-01,15.74,15.74
102504,2016-04-01,17.41,17.41
102504,2016-05-01,113.69,113.69
102504,2016-06-01,282.38,282.38
102504,2016-07-01,272.29,272.29
102504,2016-08-01,204.22,204.22
102504,2016-09-01,374.25,374.25
102504,2016-10-01,276.94,276.94
102504,2016-11-01,63.94,63.94
102504,2016-12-01,1.52,1.52
102504,2017-01-01,32.48,32.48
102504,2017-02-01,0.52,0.52
102504,2017-03-01,91.57,91.57
102504,2017-04-01,37.03,37.03
102504,2017-05-01,350.6,350.6
102504,2017-06-01,213.93,213.93
102504,2017-07-01,270.9,270.9
102504,2017-08-01,283.0,283.0
102504,2017-09-01,259.71,259.71
102504,2017-10-01,278.8,278.8
102504,2017-11-01,22.17,22.17
102504,2017-12-01,14.31,14.31
102504,2018-01-01,88.07,88.07
102504,2018-02-01,63.96,63.96
102504,2018-03-01,87.19,87.19
102504,2018-04-01,187.02,187.02
102504,2018-05-01,194.4,194.4
102504,2018-06-01,58.83,58.83
102505,2014-03-01,23.18,23.18
102505,2014-04-01,38.8,38.8
102505,2014-05-01,125.95,125.95
102505,2014-06-01,121.45,121.45
102505,2014-07-01,123.82,123.82
102505,2014-08-01,203.68,203.68
102505,2014-09-01,207.77,207.77
102505,2014-10-01,169.64,169.64
102505,2014-11-01,39.62,39.62
102505,2014-12-01,9.15,9.15
102505,2015-01-01,3.14,3.14
102505,2015-02-01,8.16,8.16
102505,2015-03-01,101.88,101.88
102505,2015-04-01,70.09,70.09
102505,2015-05-01,48.77,48.77
102505,2015-06-01,189.24,189.24
102505,2015-07-01,123.46,123.46
102505,2015-08-01,134.31,134.31
102505,2015-09-01,315.35,315.35
102505,2015-10-01,226.91,226.91
102505,2015-11-01,21.35,21.35
102505,2015-12-01,15.25,15.25
102505,2016-01-01,57.73,57.73
102505,2016-02-01,0.25,0.25
102505,2016-03-01,10.41,10.41
102505,2016-04-01,17.29,17.29
102505,2016-05-01,98.84,98.84
102505,2016-06-01,288.2,288.2
102505,2016-07-01,241.48,241.48
102505,2016-08-01,199.31,199.31
102505,2016-09-01,365.13,365.13
102505,2016-10-01,260.75,260.75
102505,2016-11-01,49.97,49.97
102505,2016-12-01,2.43,2.43
102505,2017-01-01,35.52,35.52
102505,2017-02-01,0.35,0.35
102505,2017-03-01,71.15,71.15
102505,2017-04-01,30.94,30.94
102505,2017-05-01,359.18,359.18
102505,2017-06-01,208.09,208.09
102505,2017-07-01,257.62,257.62
102505,2017-08-01,260.83,260.83
102505,2017-09-01,252.01,252.01
102505,2017-10-01,282.49,282.49
102505,2017-11-01,25.09,25.09
102505,2017-12-01,14.9,14.9
102505,2018-01-01,102.06,102.06
102505,2018-02-01,68.12,68.12
102505,2018-03-01,62.74,62.74
102505,2018-04-01,204.0,204.0
102505,2018-05-01,151.77,151.77
102505,2018-06-01,58.8,58.8
102506,2014-03-01,23.18,23.18
102506,2014-04-01,38.8,38.8
102506,2014-05-01,125.95,125.95
102506,2014-06-01,121.45,121.45
102506,2014-07-01,123.82,123.82
102506,2014-08-01,203.68,203.68
102506,2014-09-01,207.77,207.77
102506,2014-10-01,169.64,169.64
102506,2014-11-01,39.62,39.62
102506,2014-12-01,9.15,9.15
102506,2015-01-01,3.14,3.14
102506,2015-02-01,8.16,8.16
